experiment_id,trainset,sequence_id,label,loss,binary_threshold,roc_auc,sensitivity,specificity,PPV,NPV,accuracy,F1
HDQAuzN8_4866_extval_gr1,deriva,HDQAuzN8_4866_gr1_top10,top10,78947.06165206009,42,0.9276897796969639,0.8136882129277566,0.9195979899497487,0.9100739411035602,0.8315307532826537,0.8666431014387527,0.8591863292007546
HDQAuzN8_4866_extval_gr1,deriva,HDQAuzN8_4866_gr1_top10,top10,78947.06165206009,100,0.9064508723599634,0.898989898989899,0.803030303030303,0.8202764976958525,0.888268156424581,0.851010101010101,0.8578313253012049
HDQAuzN8_4866_extval_gr1,deriva,HDQAuzN8_4866_gr1_top10,top10,78947.06165206009,365,0.8714332460732985,0.8625,0.7617801047120418,0.7835780962007254,0.8470999199476021,0.8121400523560209,0.8211470762329045
HDQAuzN8_4866_extval_gr1,deriva,HDQAuzN8_4866_gr1_top35,top35,93599.86946444493,42,0.9523600661290866,0.8592057761732852,0.9299065420560748,0.9245738559006663,0.8685027336179867,0.89455615911468,0.8906920823678575
HDQAuzN8_4866_extval_gr1,deriva,HDQAuzN8_4866_gr1_top35,top35,93599.86946444493,100,0.9407575757575758,0.9444444444444444,0.8363636363636364,0.8523245214220602,0.9377123442808607,0.8904040404040404,0.8960229995208432
HDQAuzN8_4866_extval_gr1,deriva,HDQAuzN8_4866_gr1_top35,top35,93599.86946444493,365,0.8877868245743893,0.9523809523809523,0.7176165803108808,0.7713058247577181,0.9377720457842978,0.8349987663459166,0.8523323212807066
HDQAuzN8_4866_extval_gr1,deriva,HDQAuzN8_4866_gr1_top25,top25,99443.84532462119,42,0.9343524863820066,0.7933579335793358,0.9476190476190476,0.9380648646402526,0.8209745923975094,0.8704884905991916,0.8596643215506327
HDQAuzN8_4866_extval_gr1,deriva,HDQAuzN8_4866_gr1_top25,top25,99443.84532462119,100,0.9225443683008259,0.8952380952380953,0.8597785977859779,0.864580505023079,0.8913867230197479,0.8775083465120366,0.879642259016903
HDQAuzN8_4866_extval_gr1,deriva,HDQAuzN8_4866_gr1_top25,top25,99443.84532462119,365,0.8747269142644003,0.9489795918367347,0.6631853785900783,0.7380493566233605,0.9285634349237141,0.8060824852134065,0.8303281076985839
HDQAuzN8_4866_extval_gr1,deriva,HDQAuzN8_4866_gr1_top20,top20,81187.9508134009,42,0.9205265186980228,0.9003690036900369,0.8208955223880597,0.8340816326530613,0.8917673806389853,0.8606322630390484,0.8659586301877799
HDQAuzN8_4866_extval_gr1,deriva,HDQAuzN8_4866_gr1_top20,top20,81187.9508134009,100,0.9082854799015585,0.893719806763285,0.8226415094339623,0.834411274126017,0.8855875657429939,0.8581806580986236,0.8630478219155172
HDQAuzN8_4866_extval_gr1,deriva,HDQAuzN8_4866_gr1_top20,top20,81187.9508134009,365,0.8544336384439359,0.9021739130434783,0.6736842105263158,0.7343764552482072,0.8732018389440902,0.7879290617848971,0.8096729475791961
HDQAuzN8_4866_extval_gr1,deriva,HDQAuzN8_4866_gr1_top30,top30,91716.27534642995,42,0.9454160862611567,0.8131868131868132,0.9624413145539906,0.9558520315342632,0.8374483749326629,0.887814063870402,0.8787667605162658
HDQAuzN8_4866_extval_gr1,deriva,HDQAuzN8_4866_gr1_top30,top30,91716.27534642995,100,0.929371098385183,0.8967136150234741,0.8791208791208791,0.8812107077671872,0.8948639848755382,0.8879172470721766,0.8888945713043701
HDQAuzN8_4866_extval_gr1,deriva,HDQAuzN8_4866_gr1_top30,top30,91716.27534642995,365,0.8754279097865485,0.9423076923076923,0.6806282722513088,0.7468677679355199,0.9218600845492977,0.8114679822795006,0.8332813960735432
HDQAuzN8_4866_extval_gr1,deriva,HDQAuzN8_4866_gr1_top38,top38,99819.26821480581,42,0.9404466501240695,0.8387096774193549,0.9471153846153846,0.9406853365802748,0.854484399048552,0.8929125310173698,0.8867754365827663
HDQAuzN8_4866_extval_gr1,deriva,HDQAuzN8_4866_gr1_top38,top38,99819.26821480581,100,0.9242647058823531,0.9348837209302325,0.8419117647058824,0.8553592940845157,0.9282091887713741,0.8883977428180574,0.8933552292948356
