experiment_id,experiment_label,fold,loss,binary_threshold,roc_auc,sensitivity,specificity,PPV,NPV,accuracy,F1
dTBCXYGr_default_top100_gr1,Xgboost + time independent,0,86272.11162619422,42,0.8941462567309364,0.7368421052631579,0.8910891089108911,0.8712261244608749,0.7720090293453724,0.8139656070870245,0.7984189723320158
dTBCXYGr_default_top100_gr1,Xgboost + time independent,0,86272.11162619422,100,0.727687366744933,0.8985507246376812,0.4860335195530726,0.6361343574458328,0.8273153252480705,0.6922921220953768,0.7449072054233647
dTBCXYGr_default_top100_gr1,Xgboost + time independent,0,86272.11162619422,365,0.726816433920259,0.8765432098765432,0.4950819672131147,0.6345043804389229,0.8004057326091224,0.685812588544829,0.736138967263827
dTBCXYGr_default_top100_gr1,Xgboost + time independent,0,86272.11162619422,1000,0.624871107444834,0.38461538461538464,0.900804289544236,0.7949701619778347,0.5941240478781283,0.6427098370798103,0.5184155663655317
dTBCXYGr_default_top100_gr1,Xgboost + time independent,1,84180.93069302377,42,0.8178418803418804,0.7660256410256411,0.78125,0.7778681855166802,0.7695343330702447,0.7736378205128205,0.7719014937424303
dTBCXYGr_default_top100_gr1,Xgboost + time independent,1,84180.93069302377,100,0.7136235438381362,0.7982832618025751,0.5885714285714285,0.6598953898552486,0.7447554617676266,0.6934273451870019,0.7225225025249441
dTBCXYGr_default_top100_gr1,Xgboost + time independent,1,84180.93069302377,365,0.6768465909090908,0.7954545454545454,0.525,0.6261180679785331,0.719626168224299,0.6602272727272727,0.7007007007007008
dTBCXYGr_default_top100_gr1,Xgboost + time independent,1,84180.93069302377,1000,0.6332485156912638,0.8,0.4732824427480916,0.6029919447640967,0.7029478458049887,0.6366412213740458,0.6876640419947506
dTBCXYGr_default_top100_gr1,Xgboost + time independent,2,73629.71472656142,42,0.8555988948480415,0.726962457337884,0.8412698412698413,0.8207841458193161,0.7549710729738928,0.7841161493038626,0.7710296483566996
dTBCXYGr_default_top100_gr1,Xgboost + time independent,2,73629.71472656142,100,0.7518113465481886,0.7857142857142857,0.6172248803827751,0.6724188359169347,0.7422934648581997,0.7014695830485305,0.7246650906225374
