experiment_id,trainset,sequence_id,label,loss,binary_threshold,roc_auc,sensitivity,specificity,PPV,NPV,accuracy,F1
sxau4nof_735_extval_gr1,deriva,sxau4nof_735_gr1_top10,top10,92079.04481564905,42,0.9326725480020758,0.8553191489361702,0.9073170731707317,0.9022334136194439,0.8624704025256512,0.8813181110534509,0.8781501411902606
sxau4nof_735_extval_gr1,deriva,sxau4nof_735_gr1_top10,top10,92079.04481564905,100,0.8942447894330561,0.9213483146067416,0.7977099236641221,0.8199687034845998,0.9102520185955468,0.8595291191354318,0.8677073446555869
sxau4nof_735_extval_gr1,deriva,sxau4nof_735_gr1_top10,top10,92079.04481564905,365,0.8598358877964141,0.9605263157894737,0.6263736263736264,0.7199523138614934,0.9407166123778501,0.79344997108155,0.8230192653162361
sxau4nof_735_extval_gr1,deriva,sxau4nof_735_gr1_top35,top35,85672.21394602282,42,0.9510499490316005,0.8355555555555556,0.9587155963302753,0.952916831360878,0.8535877003503296,0.8971355759429154,0.8903855136379931
sxau4nof_735_extval_gr1,deriva,sxau4nof_735_gr1_top35,top35,85672.21394602282,100,0.9127989657401422,0.9117647058823529,0.8461538461538461,0.8556263269639066,0.9055690072639225,0.8789592760180995,0.882803943044907
sxau4nof_735_extval_gr1,deriva,sxau4nof_735_gr1_top35,top35,85672.21394602282,365,0.8781562384302111,0.9041095890410958,0.754054054054054,0.7861442874158967,0.8871803807117654,0.8290818215475749,0.8410104523616827
sxau4nof_735_extval_gr1,deriva,sxau4nof_735_gr1_top25,top25,93754.15638360858,42,0.9337708105480617,0.8418803418803419,0.919431279620853,0.9126578109561971,0.8532601545025658,0.8806558107505975,0.8758415069690999
sxau4nof_735_extval_gr1,deriva,sxau4nof_735_gr1_top25,top25,93754.15638360858,100,0.8958968787866126,0.8681318681318682,0.8517110266159695,0.8541067170928225,0.8659303313508921,0.8599214473739188,0.8610621852918626
sxau4nof_735_extval_gr1,deriva,sxau4nof_735_gr1_top25,top25,93754.15638360858,365,0.8503499646824632,0.8160919540229885,0.7569832402234637,0.7705459726558948,0.8045384746630267,0.7865375971232261,0.7926652425428408
sxau4nof_735_extval_gr1,deriva,sxau4nof_735_gr1_top20,top20,98547.51125994422,42,0.9441583587377441,0.8777292576419214,0.9150943396226415,0.9117986904609064,0.8821333545133235,0.8964117986322815,0.8944396633152117
sxau4nof_735_extval_gr1,deriva,sxau4nof_735_gr1_top20,top20,98547.51125994422,100,0.9144575725026853,0.9485714285714286,0.8045112781954887,0.8291272344900106,0.9399156711173577,0.8765413533834587,0.8848365829709638
sxau4nof_735_extval_gr1,deriva,sxau4nof_735_gr1_top20,top20,98547.51125994422,365,0.8750692520775624,0.925,0.7340720221606648,0.7767052392859221,0.907301206881794,0.8295360110803325,0.8443910610993458
sxau4nof_735_extval_gr1,deriva,sxau4nof_735_gr1_top30,top30,109617.76979987137,42,0.9487350755614928,0.8177966101694916,0.9605911330049262,0.9540263471887404,0.8405632979597801,0.8891938715872089,0.8806743467266086
sxau4nof_735_extval_gr1,deriva,sxau4nof_735_gr1_top30,top30,109617.76979987137,100,0.9138340255997287,0.8723404255319149,0.852589641434263,0.8554447215295097,0.8697682462815635,0.862465033483089,0.8638099634868007
sxau4nof_735_extval_gr1,deriva,sxau4nof_735_gr1_top30,top30,109617.76979987137,365,0.8635822578624233,0.8913043478260869,0.6916426512968299,0.7429630790119588,0.8641878669275929,0.7914734995614584,0.8104012987382871
sxau4nof_735_extval_gr1,deriva,sxau4nof_735_gr1_top38,top38,116594.74089483028,42,0.953882814690216,0.8902439024390244,0.9064039408866995,0.9048665811809244,0.8919893585574935,0.898323921662862,0.8974956848257276
sxau4nof_735_extval_gr1,deriva,sxau4nof_735_gr1_top38,top38,116594.74089483028,100,0.900926975388601,0.927461139896373,0.7890625,0.8147068235963446,0.915809255344139,0.8582618199481865,0.8674352130539308
sxau4nof_735_extval_gr1,deriva,sxau4nof_735_gr1_top38,top38,116594.74089483028,365,0.8556793562364593,0.8666666666666667,0.7409470752089137,0.7698779280765423,0.8474936278674596,0.8038068709377901,0.8154101511313007
sxau4nof_735_extval_gr1,deriva,sxau4nof_735_gr1_top15,top15,95457.05583449868,42,0.9172198440763487,0.7777777777777778,0.949748743718593,0.9393122049898853,0.8103858980466888,0.8637632607481853,0.8509468540012217
sxau4nof_735_extval_gr1,deriva,sxau4nof_735_gr1_top15,top15,95457.05583449868,100,0.8895348837209303,0.8641304347826086,0.8488372093023255,0.8511141541142786,0.8620202798100371,0.8564838220424671,0.8575729068673565
sxau4nof_735_extval_gr1,deriva,sxau4nof_735_gr1_top15,top15,95457.05583449868,365,0.8597831014401786,0.8354430379746836,0.7630853994490359,0.7790712799167534,0.8226073227576874,0.7992642187118597,0.8062730316848676
sxau4nof_735_extval_gr1,deriva,sxau4nof_735_gr1_top5,top5,112757.65688895361,42,0.9021143389441304,0.7847533632286996,0.9033816425120773,0.8903772889271231,0.807579836163991,0.8440675028703885,0.8342353130829285
sxau4nof_735_extval_gr1,deriva,sxau4nof_735_gr1_top5,top5,112757.65688895361,100,0.8978356481481481,0.85625,0.8555555555555556,0.8556557945870924,0.8561501042390549,0.8559027777777778,0.8559527941686914
sxau4nof_735_extval_gr1,deriva,sxau4nof_735_gr1_top5,top5,112757.65688895361,365,0.8529219907140938,0.863013698630137,0.7843137254901961,0.8000498007968128,0.8513119533527697,0.8236637120601665,0.8303398371882672
