experiment_id,experiment_label,fold,loss,binary_threshold,roc_auc,sensitivity,specificity,PPV,NPV,accuracy,F1
D8NuhY3k_default_top25_gr1,Xgboost + time independent,0,166095.94199216858,100,0.7325185924179213,0.8456375838926175,0.5371621621621622,0.64627701051829,0.7767795665431654,0.6913998730273898,0.7326372860047341
D8NuhY3k_default_top25_gr1,Xgboost + time independent,0,166095.94199216858,365,0.6605414746543778,0.85625,0.4193548387096774,0.5959029044478742,0.7447189402076619,0.6378024193548386,0.7027384793579878
D8NuhY3k_default_top25_gr1,Xgboost + time independent,0,166095.94199216858,1000,0.6835001569420709,0.9811320754716981,0.3918669131238447,0.6173495139239394,0.9540630041606522,0.6864994942977714,0.7578459632014222
D8NuhY3k_default_top25_gr1,Xgboost + time independent,1,192725.93684294441,100,0.7105813419117647,0.915625,0.46691176470588236,0.6320263925897729,0.8469489829943315,0.6912683823529412,0.7478417536221005
D8NuhY3k_default_top25_gr1,Xgboost + time independent,1,192725.93684294441,365,0.680976949879389,0.9505494505494505,0.35609756097560974,0.5961606347391954,0.8780648998744299,0.6533235057625302,0.7327555036725585
D8NuhY3k_default_top25_gr1,Xgboost + time independent,1,192725.93684294441,1000,0.6645676691729323,0.8666666666666667,0.47180451127819545,0.6213278231964783,0.7796645268171465,0.6692355889724311,0.7237716498351735
D8NuhY3k_default_top25_gr1,Xgboost + time independent,2,151308.5043162863,100,0.726231106777182,0.8435374149659864,0.5665529010238908,0.660569807821676,0.7835971869882149,0.7050451579949386,0.740925034668407
D8NuhY3k_default_top25_gr1,Xgboost + time independent,2,151308.5043162863,365,0.6746573288143728,0.8246753246753247,0.4618937644341802,0.6051412410727058,0.7248593819867737,0.6432845445547524,0.6980546475833836
D8NuhY3k_default_top25_gr1,Xgboost + time independent,2,151308.5043162863,1000,0.6745981918633853,0.9545454545454546,0.37200736648250465,0.6031737635546153,0.8911169039502708,0.6632764105139797,0.7392304949596449
D8NuhY3k_default_top25_gr1,Xgboost + time independent,3,167949.47249379338,100,0.7267978786631921,0.8801261829652997,0.5,0.6377142857142858,0.8066157760814249,0.6900630914826498,0.7395626242544733
D8NuhY3k_default_top25_gr1,Xgboost + time independent,3,167949.47249379338,365,0.6537312355658198,0.9125,0.3787528868360277,0.5949481450808409,0.8123336016345737,0.6456264434180139,0.7202770910002392
D8NuhY3k_default_top25_gr1,Xgboost + time independent,3,167949.47249379338,1000,0.6655432780847146,0.86,0.44014732965009207,0.6056966458273885,0.7586819884451781,0.650073664825046,0.7107870743846939
D8NuhY3k_default_top25_gr1,Xgboost + time independent,4,167382.68233764987,100,0.6952634638886581,0.707395498392283,0.6273062730627306,0.6549417231492568,0.6819207800750667,0.6673508857275068,0.6801588025919503
D8NuhY3k_default_top25_gr1,Xgboost + time independent,4,167382.68233764987,365,0.6808537978298116,0.8176470588235294,0.4441747572815534,0.5953138318883969,0.7089467207511052,0.6309109080525415,0.6889880773349054
D8NuhY3k_default_top25_gr1,Xgboost + time independent,4,167382.68233764987,1000,0.6277819548872181,0.98,0.32330827067669177,0.5915403467368612,0.9417433201927288,0.6516541353383458,0.7377596649119827
43KOTlpS_default_top25_gr1,Xgboost + time dependent,0,91370.11244915817,100,0.9473684210526316,0.9333333333333333,0.8596491228070176,0.869281045751634,0.9280303030303031,0.8964912280701754,0.9001692047377327
43KOTlpS_default_top25_gr1,Xgboost + time dependent,0,91370.11244915817,365,0.8475609756097561,1.0,0.6707317073170731,0.7522935779816513,1.0,0.8353658536585366,0.8586387434554973
43KOTlpS_default_top25_gr1,Xgboost + time dependent,0,91370.11244915817,1000,0.9154639175257733,1.0,0.7938144329896908,0.8290598290598291,1.0,0.8969072164948454,0.9065420560747663
43KOTlpS_default_top25_gr1,Xgboost + time dependent,1,113991.62708071906,100,0.9238095238095239,0.9230769230769231,0.8285714285714285,0.8433734939759036,0.9150485436893204,0.8758241758241758,0.881427072402938
43KOTlpS_default_top25_gr1,Xgboost + time dependent,1,113991.62708071906,365,0.9116959064327486,1.0,0.7888888888888889,0.8256880733944953,1.0,0.8944444444444444,0.9045226130653266
43KOTlpS_default_top25_gr1,Xgboost + time dependent,1,113991.62708071906,1000,0.9071782178217822,1.0,0.8316831683168316,0.8559322033898304,1.0,0.9158415841584158,0.9223744292237442
43KOTlpS_default_top25_gr1,Xgboost + time dependent,2,161074.92933632227,100,0.8765659543109801,0.9347826086956522,0.7966101694915254,0.8213013920362577,0.9243266353142369,0.8656963890935888,0.8743753231087369
43KOTlpS_default_top25_gr1,Xgboost + time dependent,2,161074.92933632227,365,0.806,0.96,0.65,0.7328244274809159,0.9420289855072463,0.8049999999999999,0.8311688311688311
43KOTlpS_default_top25_gr1,Xgboost + time dependent,2,161074.92933632227,1000,0.693069306930693,1.0,0.4554455445544554,0.6474358974358975,1.0,0.7277227722772277,0.7859922178988328
43KOTlpS_default_top25_gr1,Xgboost + time dependent,3,119330.29421770165,100,0.8412765957446808,0.9148936170212766,0.76,0.7921886514369932,0.8992950654582075,0.8374468085106384,0.8491311216429699
43KOTlpS_default_top25_gr1,Xgboost + time dependent,3,119330.29421770165,365,0.8205128205128205,1.0,0.6538461538461539,0.7428571428571428,1.0,0.8269230769230769,0.8524590163934425
43KOTlpS_default_top25_gr1,Xgboost + time dependent,3,119330.29421770165,1000,0.7847826086956522,1.0,0.6304347826086957,0.7301587301587302,1.0,0.8152173913043479,0.8440366972477065
